tweet,username,date,hashtags,likes,retweets,url
@RichardBurgon I think the zero Covid ship has sailed for the UK. Doesn’t mean you can’t kee squashing it via vacci… https://t.co/gpPjExCHM0,johovishta,Mon Feb 22 17:39:44 +0000 2021,[],0,0,https://twitter.com/twitter/statuses/1363906334563860482
"Personally, I think there has been enough silence from the government in regards to Covid relief, but then again I'… https://t.co/KJqoDtuWjM",thehistoryian,Mon Feb 22 17:35:23 +0000 2021,[],0,0,https://twitter.com/twitter/statuses/1363905235970908160
Finally! Covid Vaccine booked for March 1st! Had to make a few phone calls as I think they forgot about me but all… https://t.co/SLO59rV0cR,ChrisLeeTM,Mon Feb 22 17:32:14 +0000 2021,[],0,0,https://twitter.com/twitter/statuses/1363904446158241802
Your da thinks he's broken free of government held chains because he posts twice a day on Facebook saying the covid vaccine is dangerous,MurrayIsHere,Mon Feb 22 17:32:08 +0000 2021,[],0,0,https://twitter.com/twitter/statuses/1363904421374160902
"I think my next article is going to be on the pervasive use of BMI, especially in light of Covid vaccine access. No… https://t.co/iTj74JigGT",hillaryaash,Mon Feb 22 17:31:05 +0000 2021,[],0,0,https://twitter.com/twitter/statuses/1363904154381529092
do you ever think about how if the whole world followed the vietnam model for covid strategy the pandemic wouldve been over,OrbSquid,Mon Feb 22 17:25:24 +0000 2021,[],0,0,https://twitter.com/twitter/statuses/1363902723532406784
people are just gonna forget about the 120k people the tories let die due to covid and think of their pandemic hand… https://t.co/WokljthZYQ,imgrandsure,Mon Feb 22 17:22:07 +0000 2021,[],0,0,https://twitter.com/twitter/statuses/1363901899141963777
"I think, if Eren was experiencing Covid pandemic: He’d be one of the first to get angry at people for not taking it… https://t.co/W3PNDrQNG4",lastofthecrazy1,Mon Feb 22 17:18:28 +0000 2021,[],0,0,https://twitter.com/twitter/statuses/1363900978735558658
You think considering the entire team had covid they wouldn't rush into a decision like this. Also not requiring a… https://t.co/g0XnW1BAIt,SharpenedSabres,Mon Feb 22 17:14:41 +0000 2021,[],0,0,https://twitter.com/twitter/statuses/1363900026712391682
@internetshade @kylegriffin1 You QAnon cultists think Covid is a Deep State conspiracy started by Hillary Clinton https://t.co/O9Y8bnFYyG,JaneAustenMaui,Mon Feb 22 17:14:35 +0000 2021,[],0,0,https://twitter.com/twitter/statuses/1363900002339274758
"@GMB If the residents have had the the vaccine, what’s the problem?? The vaccine doesn’t stop Covid! And it’s ridiculous to think that",chuds67,Mon Feb 22 17:13:54 +0000 2021,[],0,0,https://twitter.com/twitter/statuses/1363899830481879043
@govkristinoem @ezralevant Anyone that thinks their covid relief is anything more than bailing our democratic state… https://t.co/LcPfAZETWr,tr6_guy,Mon Feb 22 17:09:26 +0000 2021,[],0,0,https://twitter.com/twitter/statuses/1363898707624800256
"ICYMI: Can we really start thinking about life after Covid? Here, @bopinion's  @skgreen &amp; @foxjust discuss the case… https://t.co/toszv3NIzC",BWilliLiou,Mon Feb 22 17:09:22 +0000 2021,[],0,0,https://twitter.com/twitter/statuses/1363898689476055040
I think it’s because it feels like I just had one thanks to COVID making everything go by so fast (plus this is tec… https://t.co/9N3MPHUWXr,ungodIykordei,Mon Feb 22 17:07:23 +0000 2021,[],0,0,https://twitter.com/twitter/statuses/1363898189364011016
tweet,username,date,hashtags,likes,retweets,url
"Tested negative for Covid last week.
Being retested today because a coworker tested positive, no symptoms, had the Covid vaccine.
🙄🙄",ShellLvsBenWade,Mon Feb 22 17:18:07 +0000 2021,[],0,0,https://twitter.com/twitter/statuses/1363900891330322437
@santanderukhelp Your “manager” of security has just said it’s ok for us to go into branch with Covid symptoms else… https://t.co/TERIYSKa5h,_Miss_KatieXX,Mon Feb 22 17:13:58 +0000 2021,[],0,0,https://twitter.com/twitter/statuses/1363899847670198282
"@GMB Why are going to have a vaccine when we dnt even have covid nor any symptoms, iv never had a any other vaccine… https://t.co/FmsBGwJwia",hollandmckenzi2,Mon Feb 22 17:01:21 +0000 2021,[],0,0,https://twitter.com/twitter/statuses/1363896671910903809
"As advertised, the 2nd dose of the Moderna Covid vaccine produced symptoms. Bad news: it sucked Good news: it only… https://t.co/x8kptXe1QR",KnifeBaby3,Mon Feb 22 17:00:03 +0000 2021,[],0,0,https://twitter.com/twitter/statuses/1363896347028426753
